"scenario","year","biomass","species"
"RCP 4.5",2050,0.1633276,"Cephalopoda"
"RCP 8.5",2050,0.2190066,"Cephalopoda"
"Status quo",2050,4.612361,"Panulirus spp."
"RCP 2.6",2050,2.325013,"Panulirus spp."
"RCP 4.5",2050,1.954166,"Panulirus spp."
"RCP 8.5",2050,1.471173,"Panulirus spp."
"Status quo",2050,14.42136,"Benthic macroinvertebrates"
"RCP 2.6",2050,15.63157,"Benthic macroinvertebrates"
"RCP 4.5",2050,13.01836,"Benthic macroinvertebrates"
"RCP 8.5",2050,14.28133,"Benthic macroinvertebrates"
"Status quo",2050,19.18307,"Benthic microinvertebrates"
"RCP 2.6",2050,26.77879,"Benthic microinvertebrates"
"RCP 4.5",2050,22.93472,"Benthic microinvertebrates"
"RCP 8.5",2050,21.70008,"Benthic microinvertebrates"
"Status quo",2050,0.6956568,"Siderastrea stellata"
"RCP 2.6",2050,0.6837826,"Siderastrea stellata"
"RCP 4.5",2050,0.5868102,"Siderastrea stellata"
"RCP 8.5",2050,0.4307033,"Siderastrea stellata"
"Status quo",2050,0.2692886,"Zooplankton"
"RCP 2.6",2050,0.2120676,"Zooplankton"
"RCP 4.5",2050,0.2992556,"Zooplankton"
"RCP 8.5",2050,0.3009873,"Zooplankton"
"Status quo",2050,0.1295926,"Phytoplankton"
"RCP 2.6",2050,0.1192145,"Phytoplankton"
"RCP 4.5",2050,0.09978623,"Phytoplankton"
"RCP 8.5",2050,0.1006592,"Phytoplankton"
"Status quo",2050,207.2067,"Digenea simplex"
"RCP 2.6",2050,197.5623,"Digenea simplex"
"RCP 4.5",2050,206.6931,"Digenea simplex"
"RCP 8.5",2050,215.5988,"Digenea simplex"
"Status quo",2050,772.8696,"Other algal turf"
"RCP 2.6",2050,790.3291,"Other algal turf"
"RCP 4.5",2050,836.7485,"Other algal turf"
"RCP 8.5",2050,768.419,"Other algal turf"
"Status quo",2050,0.02211031,"Sea birds"
"RCP 2.6",2050,0.0268647,"Sea birds"
"RCP 4.5",2050,0.03255646,"Sea birds"
"RCP 8.5",2050,0.0327667,"Sea birds"
"Status quo",2050,0.06832525,"Turtles"
"RCP 2.6",2050,0.08193135,"Turtles"
"RCP 4.5",2050,0.06680253,"Turtles"
"RCP 8.5",2050,0.05887472,"Turtles"
"Status quo",2050,0.2639655,"Cephalopoda"
"RCP 2.6",2050,0.1391335,"Cephalopoda"
"RCP 4.5",2050,0.1865603,"Cephalopoda"
"RCP 8.5",2050,0.201015,"Cephalopoda"
"Status quo",2050,5.850361,"Panulirus spp."
"RCP 2.6",2050,2.714213,"Panulirus spp."
"RCP 4.5",2050,0.9454806,"Panulirus spp."
"RCP 8.5",2050,0.6853771,"Panulirus spp."
"Status quo",2050,14.81191,"Benthic macroinvertebrates"
"RCP 2.6",2050,18.19275,"Benthic macroinvertebrates"
"RCP 4.5",2050,15.18402,"Benthic macroinvertebrates"
"RCP 8.5",2050,12.61712,"Benthic macroinvertebrates"
"Status quo",2050,24.8783,"Benthic microinvertebrates"
"RCP 2.6",2050,28.53544,"Benthic microinvertebrates"
"RCP 4.5",2050,24.68101,"Benthic microinvertebrates"
"RCP 8.5",2050,20.33979,"Benthic microinvertebrates"
"Status quo",2050,0.7647886,"Siderastrea stellata"
"RCP 2.6",2050,0.5496693,"Siderastrea stellata"
"RCP 4.5",2050,0.5325162,"Siderastrea stellata"
"RCP 8.5",2050,0.4266653,"Siderastrea stellata"
"Status quo",2050,0.2676487,"Zooplankton"
"RCP 2.6",2050,0.269048,"Zooplankton"
"RCP 4.5",2050,0.2725703,"Zooplankton"
"RCP 8.5",2050,0.2482967,"Zooplankton"
"Status quo",2050,0.1202427,"Phytoplankton"
"RCP 2.6",2050,0.1137741,"Phytoplankton"
"RCP 4.5",2050,0.1130589,"Phytoplankton"
"RCP 8.5",2050,0.1128837,"Phytoplankton"
"Status quo",2050,198.8306,"Digenea simplex"
"RCP 2.6",2050,215.497,"Digenea simplex"
"RCP 4.5",2050,192.7049,"Digenea simplex"
"RCP 8.5",2050,193.5958,"Digenea simplex"
"Status quo",2050,736.3809,"Other algal turf"
"RCP 2.6",2050,807.6422,"Other algal turf"
"RCP 4.5",2050,791.6274,"Other algal turf"
"RCP 8.5",2050,755.5766,"Other algal turf"
"Status quo",2050,0.02220196,"Sea birds"
"RCP 2.6",2050,0.02834398,"Sea birds"
"RCP 4.5",2050,0.02869081,"Sea birds"
"RCP 8.5",2050,0.03550046,"Sea birds"
"Status quo",2050,0.08003031,"Turtles"
"RCP 2.6",2050,0.06464259,"Turtles"
"RCP 4.5",2050,0.06054901,"Turtles"
"RCP 8.5",2050,0.07059896,"Turtles"
"Status quo",2050,0.2615951,"Cephalopoda"
"RCP 2.6",2050,0.2160535,"Cephalopoda"
"RCP 4.5",2050,0.1390278,"Cephalopoda"
"RCP 8.5",2050,0.2379336,"Cephalopoda"
"Status quo",2050,3.294052,"Panulirus spp."
"RCP 2.6",2050,3.431535,"Panulirus spp."
"RCP 4.5",2050,1.637828,"Panulirus spp."
"RCP 8.5",2050,1.771207,"Panulirus spp."
"Status quo",2050,19.41405,"Benthic macroinvertebrates"
"RCP 2.6",2050,21.86733,"Benthic macroinvertebrates"
"RCP 4.5",2050,17.50713,"Benthic macroinvertebrates"
"RCP 8.5",2050,23.32468,"Benthic macroinvertebrates"
"Status quo",2050,26.49961,"Benthic microinvertebrates"
"RCP 2.6",2050,26.2445,"Benthic microinvertebrates"
"RCP 4.5",2050,26.08663,"Benthic microinvertebrates"
"RCP 8.5",2050,21.79351,"Benthic microinvertebrates"
"Status quo",2050,0.8137038,"Siderastrea stellata"
"RCP 2.6",2050,0.7269488,"Siderastrea stellata"
"RCP 4.5",2050,0.5143663,"Siderastrea stellata"
"RCP 8.5",2050,0.4671167,"Siderastrea stellata"
"Status quo",2050,0.225918,"Zooplankton"
"RCP 2.6",2050,0.2897786,"Zooplankton"
"RCP 4.5",2050,0.3202707,"Zooplankton"
"RCP 8.5",2050,0.3048163,"Zooplankton"
"Status quo",2050,0.1130037,"Phytoplankton"
"RCP 2.6",2050,0.1186604,"Phytoplankton"
"RCP 4.5",2050,0.1038756,"Phytoplankton"
"RCP 8.5",2050,0.1128206,"Phytoplankton"
"Status quo",2050,212.8302,"Digenea simplex"
"RCP 2.6",2050,218.9051,"Digenea simplex"
"RCP 4.5",2050,211.7003,"Digenea simplex"
"RCP 8.5",2050,206.5134,"Digenea simplex"
"Status quo",2050,732.2641,"Other algal turf"
"RCP 2.6",2050,800.2752,"Other algal turf"
"RCP 4.5",2050,765.7439,"Other algal turf"
"RCP 8.5",2050,768.8748,"Other algal turf"
"Status quo",2050,0.03118024,"Sea birds"
"RCP 2.6",2050,0.02901182,"Sea birds"
"RCP 4.5",2050,0.01969025,"Sea birds"
"RCP 8.5",2050,0.0351605,"Sea birds"
"Status quo",2050,0.07818619,"Turtles"
"RCP 2.6",2050,0.07130516,"Turtles"
"RCP 4.5",2050,0.07107902,"Turtles"
"RCP 8.5",2050,0.05589046,"Turtles"
"Status quo",2050,0.2748086,"Cephalopoda"
"RCP 2.6",2050,0.2100824,"Cephalopoda"
"RCP 4.5",2050,0.1351906,"Cephalopoda"
"RCP 8.5",2050,0.1983274,"Cephalopoda"
"Status quo",2050,3.179368,"Panulirus spp."
"RCP 2.6",2050,2.531451,"Panulirus spp."
"RCP 4.5",2050,1.782278,"Panulirus spp."
"RCP 8.5",2050,1.368897,"Panulirus spp."
"Status quo",2050,13.78009,"Benthic macroinvertebrates"
"RCP 2.6",2050,19.16646,"Benthic macroinvertebrates"
"RCP 4.5",2050,19.80897,"Benthic macroinvertebrates"
"RCP 8.5",2050,15.04466,"Benthic macroinvertebrates"
"Status quo",2050,22.44496,"Benthic microinvertebrates"
"RCP 2.6",2050,23.48855,"Benthic microinvertebrates"
"RCP 4.5",2050,30.29805,"Benthic microinvertebrates"
"RCP 8.5",2050,27.12304,"Benthic microinvertebrates"
"Status quo",2050,0.6555933,"Siderastrea stellata"
"RCP 2.6",2050,0.6442927,"Siderastrea stellata"
"RCP 4.5",2050,0.5294829,"Siderastrea stellata"
"RCP 8.5",2050,0.5180916,"Siderastrea stellata"
"Status quo",2050,0.2621417,"Zooplankton"
"RCP 2.6",2050,0.2404953,"Zooplankton"
"RCP 4.5",2050,0.2492601,"Zooplankton"
"RCP 8.5",2050,0.2453076,"Zooplankton"
"Status quo",2050,0.1232026,"Phytoplankton"
"RCP 2.6",2050,0.1150698,"Phytoplankton"
"RCP 4.5",2050,0.1148742,"Phytoplankton"
"RCP 8.5",2050,0.1094419,"Phytoplankton"
"Status quo",2050,192.0703,"Digenea simplex"
"RCP 2.6",2050,219.0181,"Digenea simplex"
"RCP 4.5",2050,205.2997,"Digenea simplex"
"RCP 8.5",2050,210.669,"Digenea simplex"
"Status quo",2050,781.769,"Other algal turf"
"RCP 2.6",2050,815.4726,"Other algal turf"
"RCP 4.5",2050,852.5399,"Other algal turf"
"RCP 8.5",2050,816.8408,"Other algal turf"
"Status quo",2050,0.02690866,"Sea birds"
"RCP 2.6",2050,0.03545655,"Sea birds"
"RCP 4.5",2050,0.02318485,"Sea birds"
"RCP 8.5",2050,0.02547426,"Sea birds"
"Status quo",2050,0.06999795,"Turtles"
"RCP 2.6",2050,0.0617948,"Turtles"
"RCP 4.5",2050,0.06371232,"Turtles"
"RCP 8.5",2050,0.05925607,"Turtles"
"Status quo",2050,0.2189655,"Cephalopoda"
"RCP 2.6",2050,0.2675436,"Cephalopoda"
"RCP 4.5",2050,0.1578207,"Cephalopoda"
"RCP 8.5",2050,0.1506112,"Cephalopoda"
"Status quo",2050,3.501657,"Panulirus spp."
"RCP 2.6",2050,2.839992,"Panulirus spp."
"RCP 4.5",2050,1.29719,"Panulirus spp."
"RCP 8.5",2050,1.582729,"Panulirus spp."
"Status quo",2050,14.58415,"Benthic macroinvertebrates"
"RCP 2.6",2050,18.15595,"Benthic macroinvertebrates"
"RCP 4.5",2050,16.93164,"Benthic macroinvertebrates"
"RCP 8.5",2050,13.51923,"Benthic macroinvertebrates"
"Status quo",2050,24.43101,"Benthic microinvertebrates"
"RCP 2.6",2050,25.32474,"Benthic microinvertebrates"
"RCP 4.5",2050,25.22627,"Benthic microinvertebrates"
"RCP 8.5",2050,17.61682,"Benthic microinvertebrates"
"Status quo",2050,0.6690907,"Siderastrea stellata"
"RCP 2.6",2050,0.6859884,"Siderastrea stellata"
"RCP 4.5",2050,0.4554842,"Siderastrea stellata"
"RCP 8.5",2050,0.4795761,"Siderastrea stellata"
"Status quo",2050,0.1932593,"Zooplankton"
"RCP 2.6",2050,0.2849725,"Zooplankton"
"RCP 4.5",2050,0.2637016,"Zooplankton"
"RCP 8.5",2050,0.2904936,"Zooplankton"
"Status quo",2050,0.1248857,"Phytoplankton"
"RCP 2.6",2050,0.1222068,"Phytoplankton"
"RCP 4.5",2050,0.1187357,"Phytoplankton"
"RCP 8.5",2050,0.09980509,"Phytoplankton"
"Status quo",2050,206.4713,"Digenea simplex"
"RCP 2.6",2050,208.9848,"Digenea simplex"
"RCP 4.5",2050,199.8169,"Digenea simplex"
"RCP 8.5",2050,182.9874,"Digenea simplex"
"Status quo",2050,870.4241,"Other algal turf"
"RCP 2.6",2050,827.249,"Other algal turf"
"RCP 4.5",2050,764.512,"Other algal turf"
"RCP 8.5",2050,768.9859,"Other algal turf"
"Status quo",2050,0.02714701,"Sea birds"
"RCP 2.6",2050,0.0300809,"Sea birds"
"RCP 4.5",2050,0.02183698,"Sea birds"
"RCP 8.5",2050,0.01657431,"Sea birds"
"Status quo",2050,0.08269478,"Turtles"
"RCP 2.6",2050,0.07586773,"Turtles"
"RCP 4.5",2050,0.05868733,"Turtles"
"RCP 8.5",2050,0.06150867,"Turtles"
"Status quo",2050,0.2312473,"Cephalopoda"
"RCP 2.6",2050,0.2876834,"Cephalopoda"
"RCP 4.5",2050,0.1100384,"Cephalopoda"
"RCP 8.5",2050,0.2134512,"Cephalopoda"
"Status quo",2050,4.884702,"Panulirus spp."
"RCP 2.6",2050,1.794523,"Panulirus spp."
"RCP 4.5",2050,3.104974,"Panulirus spp."
"RCP 8.5",2050,1.491363,"Panulirus spp."
"Status quo",2050,18.3974,"Benthic macroinvertebrates"
"RCP 2.6",2050,24.86526,"Benthic macroinvertebrates"
"RCP 4.5",2050,17.06092,"Benthic macroinvertebrates"
"RCP 8.5",2050,23.76054,"Benthic macroinvertebrates"
"Status quo",2050,22.55728,"Benthic microinvertebrates"
"RCP 2.6",2050,31.19966,"Benthic microinvertebrates"
"RCP 4.5",2050,22.7608,"Benthic microinvertebrates"
"RCP 8.5",2050,29.90456,"Benthic microinvertebrates"
"Status quo",2050,0.8061278,"Siderastrea stellata"
"RCP 2.6",2050,0.6881311,"Siderastrea stellata"
"RCP 4.5",2050,0.4253785,"Siderastrea stellata"
"RCP 8.5",2050,0.4847032,"Siderastrea stellata"
"Status quo",2050,0.1921842,"Zooplankton"
"RCP 2.6",2050,0.2440618,"Zooplankton"
"RCP 4.5",2050,0.2956032,"Zooplankton"
"RCP 8.5",2050,0.2877264,"Zooplankton"
"Status quo",2050,0.1220218,"Phytoplankton"
"RCP 2.6",2050,0.114396,"Phytoplankton"
"RCP 4.5",2050,0.1124395,"Phytoplankton"
"RCP 8.5",2050,0.1127421,"Phytoplankton"
"Status quo",2050,208.2149,"Digenea simplex"
"RCP 2.6",2050,217.3037,"Digenea simplex"
"RCP 4.5",2050,191.7312,"Digenea simplex"
"RCP 8.5",2050,183.4267,"Digenea simplex"
"Status quo",2050,826.7319,"Other algal turf"
"RCP 2.6",2050,821.7383,"Other algal turf"
"RCP 4.5",2050,774.4203,"Other algal turf"
"RCP 8.5",2050,803.4302,"Other algal turf"
"Status quo",2050,0.02320674,"Sea birds"
"RCP 2.6",2050,0.02773506,"Sea birds"
"RCP 4.5",2050,0.02473197,"Sea birds"
"RCP 8.5",2050,0.03040502,"Sea birds"
"Status quo",2050,0.08557656,"Turtles"
"RCP 2.6",2050,0.07083809,"Turtles"
"RCP 4.5",2050,0.06482844,"Turtles"
"RCP 8.5",2050,0.04782528,"Turtles"
"Status quo",2050,0.2530856,"Cephalopoda"
"RCP 2.6",2050,0.2444794,"Cephalopoda"
"RCP 4.5",2050,0.1316976,"Cephalopoda"
"RCP 8.5",2050,0.2079455,"Cephalopoda"
"Status quo",2050,6.040333,"Panulirus spp."
"RCP 2.6",2050,2.904775,"Panulirus spp."
"RCP 4.5",2050,1.938282,"Panulirus spp."
"RCP 8.5",2050,1.90485,"Panulirus spp."
"Status quo",2050,13.48827,"Benthic macroinvertebrates"
"RCP 2.6",2050,17.78728,"Benthic macroinvertebrates"
"RCP 4.5",2050,13.34281,"Benthic macroinvertebrates"
"RCP 8.5",2050,21.30577,"Benthic macroinvertebrates"
"Status quo",2050,22.07545,"Benthic microinvertebrates"
"RCP 2.6",2050,26.1468,"Benthic microinvertebrates"
"RCP 4.5",2050,19.40131,"Benthic microinvertebrates"
"RCP 8.5",2050,25.25146,"Benthic microinvertebrates"
"Status quo",2050,0.7143955,"Siderastrea stellata"
"RCP 2.6",2050,0.7710883,"Siderastrea stellata"
"RCP 4.5",2050,0.4908059,"Siderastrea stellata"
"RCP 8.5",2050,0.4562198,"Siderastrea stellata"
"Status quo",2050,0.258517,"Zooplankton"
"RCP 2.6",2050,0.2898965,"Zooplankton"
"RCP 4.5",2050,0.325621,"Zooplankton"
"RCP 8.5",2050,0.2653804,"Zooplankton"
"Status quo",2050,0.1190672,"Phytoplankton"
"RCP 2.6",2050,0.1139075,"Phytoplankton"
"RCP 4.5",2050,0.1205793,"Phytoplankton"
"RCP 8.5",2050,0.1135402,"Phytoplankton"
"Status quo",2050,211.6001,"Digenea simplex"
"RCP 2.6",2050,196.2989,"Digenea simplex"
"RCP 4.5",2050,206.9305,"Digenea simplex"
"RCP 8.5",2050,193.3455,"Digenea simplex"
"Status quo",2050,798.0375,"Other algal turf"
"RCP 2.6",2050,804.4732,"Other algal turf"
"RCP 4.5",2050,801.3727,"Other algal turf"
"RCP 8.5",2050,837.1768,"Other algal turf"
"Status quo",2050,0.02284318,"Sea birds"
"RCP 2.6",2050,0.02735596,"Sea birds"
"RCP 4.5",2050,0.01831185,"Sea birds"
"RCP 8.5",2050,0.0333075,"Sea birds"
"Status quo",2050,0.09025073,"Turtles"
"RCP 2.6",2050,0.06907286,"Turtles"
"RCP 4.5",2050,0.06245865,"Turtles"
"RCP 8.5",2050,0.06172607,"Turtles"
"Status quo",2050,0.3030474,"Cephalopoda"
"RCP 2.6",2050,0.237267,"Cephalopoda"
"RCP 4.5",2050,0.2408311,"Cephalopoda"
"RCP 8.5",2050,0.09474885,"Cephalopoda"
"Status quo",2050,4.016085,"Panulirus spp."
"RCP 2.6",2050,1.512528,"Panulirus spp."
"RCP 4.5",2050,1.891471,"Panulirus spp."
"RCP 8.5",2050,1.67124,"Panulirus spp."
"Status quo",2050,22.09516,"Benthic macroinvertebrates"
"RCP 2.6",2050,19.19478,"Benthic macroinvertebrates"
"RCP 4.5",2050,16.72276,"Benthic macroinvertebrates"
"RCP 8.5",2050,14.26798,"Benthic macroinvertebrates"
"Status quo",2050,26.31188,"Benthic microinvertebrates"
"RCP 2.6",2050,28.32889,"Benthic microinvertebrates"
"RCP 4.5",2050,20.21212,"Benthic microinvertebrates"
"RCP 8.5",2050,21.12097,"Benthic microinvertebrates"
"Status quo",2050,0.8706132,"Siderastrea stellata"
"RCP 2.6",2050,0.6907101,"Siderastrea stellata"
"RCP 4.5",2050,0.4761125,"Siderastrea stellata"
"RCP 8.5",2050,0.4249077,"Siderastrea stellata"
"Status quo",2050,0.2872505,"Zooplankton"
"RCP 2.6",2050,0.2526295,"Zooplankton"
"RCP 4.5",2050,0.3086686,"Zooplankton"
"RCP 8.5",2050,0.2768323,"Zooplankton"
"Status quo",2050,0.1237173,"Phytoplankton"
"RCP 2.6",2050,0.1189326,"Phytoplankton"
"RCP 4.5",2050,0.1132117,"Phytoplankton"
"RCP 8.5",2050,0.1051365,"Phytoplankton"
"Status quo",2050,223.4844,"Digenea simplex"
"RCP 2.6",2050,210.3036,"Digenea simplex"
"RCP 4.5",2050,211.6222,"Digenea simplex"
"RCP 8.5",2050,201.8789,"Digenea simplex"
"Status quo",2050,799.4683,"Other algal turf"
"RCP 2.6",2050,810.2056,"Other algal turf"
"RCP 4.5",2050,806.1628,"Other algal turf"
"RCP 8.5",2050,746.7632,"Other algal turf"
"Status quo",2050,0.02961591,"Sea birds"
"RCP 2.6",2050,0.02656086,"Sea birds"
"RCP 4.5",2050,0.02837761,"Sea birds"
"RCP 8.5",2050,0.02923276,"Sea birds"
"Status quo",2050,0.0904133,"Turtles"
"RCP 2.6",2050,0.07212003,"Turtles"
"RCP 4.5",2050,0.05571396,"Turtles"
"RCP 8.5",2050,0.0532348,"Turtles"
"Status quo",2050,0.3601532,"Cephalopoda"
"RCP 2.6",2050,0.233211,"Cephalopoda"
"RCP 4.5",2050,0.2537883,"Cephalopoda"
"RCP 8.5",2050,0.2562499,"Cephalopoda"
"Status quo",2050,6.225005,"Panulirus spp."
"RCP 2.6",2050,3.195677,"Panulirus spp."
"RCP 4.5",2050,2.447494,"Panulirus spp."
"RCP 8.5",2050,1.072736,"Panulirus spp."
"Status quo",2050,15.31907,"Benthic macroinvertebrates"
"RCP 2.6",2050,18.46951,"Benthic macroinvertebrates"
"RCP 4.5",2050,17.69007,"Benthic macroinvertebrates"
"RCP 8.5",2050,17.16237,"Benthic macroinvertebrates"
"Status quo",2050,28.121,"Benthic microinvertebrates"
"RCP 2.6",2050,25.73948,"Benthic microinvertebrates"
"RCP 4.5",2050,23.96498,"Benthic microinvertebrates"
"RCP 8.5",2050,23.46233,"Benthic microinvertebrates"
"Status quo",2050,0.6844773,"Siderastrea stellata"
"RCP 2.6",2050,0.7821229,"Siderastrea stellata"
"RCP 4.5",2050,0.6215611,"Siderastrea stellata"
"RCP 8.5",2050,0.4724568,"Siderastrea stellata"
"Status quo",2050,0.2266319,"Zooplankton"
"RCP 2.6",2050,0.2680832,"Zooplankton"
"RCP 4.5",2050,0.2590565,"Zooplankton"
"RCP 8.5",2050,0.236339,"Zooplankton"
"Status quo",2050,0.1209393,"Phytoplankton"
"RCP 2.6",2050,0.1104938,"Phytoplankton"
"RCP 4.5",2050,0.1049356,"Phytoplankton"
"RCP 8.5",2050,0.1063273,"Phytoplankton"
"Status quo",2050,202.3447,"Digenea simplex"
"RCP 2.6",2050,218.5419,"Digenea simplex"
"RCP 4.5",2050,201.5457,"Digenea simplex"
"RCP 8.5",2050,202.6559,"Digenea simplex"
"Status quo",2050,813.6738,"Other algal turf"
"RCP 2.6",2050,841.6846,"Other algal turf"
"RCP 4.5",2050,800.3408,"Other algal turf"
"RCP 8.5",2050,695.3899,"Other algal turf"
"Status quo",2050,0.03846535,"Sea birds"
"RCP 2.6",2050,0.03551865,"Sea birds"
"RCP 4.5",2050,0.04103055,"Sea birds"
"RCP 8.5",2050,0.02838037,"Sea birds"
"Status quo",2050,0.09407592,"Turtles"
"RCP 2.6",2050,0.07998995,"Turtles"
"RCP 4.5",2050,0.06850199,"Turtles"
"RCP 8.5",2050,0.06240876,"Turtles"
"Status quo",2050,0.3601467,"Cephalopoda"
"RCP 2.6",2050,0.3797398,"Cephalopoda"
"RCP 4.5",2050,0.3220361,"Cephalopoda"
"RCP 8.5",2050,0.281177,"Cephalopoda"
"Status quo",2050,5.062096,"Panulirus spp."
"RCP 2.6",2050,2.869907,"Panulirus spp."
"RCP 4.5",2050,2.365264,"Panulirus spp."
"RCP 8.5",2050,1.062522,"Panulirus spp."
"Status quo",2050,19.26898,"Benthic macroinvertebrates"
"RCP 2.6",2050,14.47884,"Benthic macroinvertebrates"
"RCP 4.5",2050,17.01965,"Benthic macroinvertebrates"
"RCP 8.5",2050,16.79304,"Benthic macroinvertebrates"
"Status quo",2050,27.75172,"Benthic microinvertebrates"
"RCP 2.6",2050,21.17142,"Benthic microinvertebrates"
"RCP 4.5",2050,21.61849,"Benthic microinvertebrates"
"RCP 8.5",2050,23.25328,"Benthic microinvertebrates"
"Status quo",2050,0.8042085,"Siderastrea stellata"
"RCP 2.6",2050,0.7901554,"Siderastrea stellata"
"RCP 4.5",2050,0.5242472,"Siderastrea stellata"
"RCP 8.5",2050,0.5498743,"Siderastrea stellata"
"Status quo",2050,0.2581449,"Zooplankton"
"RCP 2.6",2050,0.2766652,"Zooplankton"
"RCP 4.5",2050,0.2797296,"Zooplankton"
"RCP 8.5",2050,0.3208716,"Zooplankton"
"Status quo",2050,0.13202,"Phytoplankton"
"RCP 2.6",2050,0.1216391,"Phytoplankton"
"RCP 4.5",2050,0.1038248,"Phytoplankton"
"RCP 8.5",2050,0.1083195,"Phytoplankton"
"Status quo",2050,230.6052,"Digenea simplex"
"RCP 2.6",2050,193.3989,"Digenea simplex"
"RCP 4.5",2050,202.696,"Digenea simplex"
"RCP 8.5",2050,180.9475,"Digenea simplex"
"Status quo",2050,743.3452,"Other algal turf"
"RCP 2.6",2050,825.002,"Other algal turf"
"RCP 4.5",2050,725.6008,"Other algal turf"
"RCP 8.5",2050,776.204,"Other algal turf"
"Status quo",2050,0.02293677,"Sea birds"
"RCP 2.6",2050,0.02144034,"Sea birds"
"RCP 4.5",2050,0.03707059,"Sea birds"
"RCP 8.5",2050,0.02919114,"Sea birds"
"Status quo",2050,0.095225,"Turtles"
"RCP 2.6",2050,0.05966545,"Turtles"
"RCP 4.5",2050,0.05370895,"Turtles"
"RCP 8.5",2050,0.0517302,"Turtles"
"Status quo",2050,0.3563231,"Cephalopoda"
"RCP 2.6",2050,0.2565855,"Cephalopoda"
"RCP 4.5",2050,0.1622991,"Cephalopoda"
"RCP 8.5",2050,0.2775374,"Cephalopoda"
"Status quo",2050,5.610516,"Panulirus spp."
"RCP 2.6",2050,1.295635,"Panulirus spp."
"RCP 4.5",2050,1.316222,"Panulirus spp."
"RCP 8.5",2050,1.10332,"Panulirus spp."
"Status quo",2050,19.24762,"Benthic macroinvertebrates"
"RCP 2.6",2050,15.72751,"Benthic macroinvertebrates"
"RCP 4.5",2050,16.24899,"Benthic macroinvertebrates"
"RCP 8.5",2050,18.19872,"Benthic macroinvertebrates"
"Status quo",2050,19.90494,"Benthic microinvertebrates"
"RCP 2.6",2050,21.91332,"Benthic microinvertebrates"
"RCP 4.5",2050,18.01695,"Benthic microinvertebrates"
"RCP 8.5",2050,26.26323,"Benthic microinvertebrates"
"Status quo",2050,0.8204312,"Siderastrea stellata"
"RCP 2.6",2050,0.7403228,"Siderastrea stellata"
"RCP 4.5",2050,0.6019399,"Siderastrea stellata"
"RCP 8.5",2050,0.4748038,"Siderastrea stellata"
"Status quo",2050,0.2437021,"Zooplankton"
"RCP 2.6",2050,0.2616048,"Zooplankton"
"RCP 4.5",2050,0.2712437,"Zooplankton"
"RCP 8.5",2050,0.261011,"Zooplankton"
"Status quo",2050,0.1174963,"Phytoplankton"
"RCP 2.6",2050,0.1180244,"Phytoplankton"
"RCP 4.5",2050,0.1077292,"Phytoplankton"
"RCP 8.5",2050,0.1105248,"Phytoplankton"
"Status quo",2050,217.8499,"Digenea simplex"
"RCP 2.6",2050,214.1805,"Digenea simplex"
"RCP 4.5",2050,189.6421,"Digenea simplex"
"RCP 8.5",2050,189.0972,"Digenea simplex"
"Status quo",2050,865.8145,"Other algal turf"
"RCP 2.6",2050,856.0853,"Other algal turf"
"RCP 4.5",2050,819.3812,"Other algal turf"
"RCP 8.5",2050,735.8397,"Other algal turf"
"Status quo",2050,0.02785438,"Sea birds"
"RCP 2.6",2050,0.03454494,"Sea birds"
"RCP 4.5",2050,0.01885563,"Sea birds"
"RCP 8.5",2050,0.02486685,"Sea birds"
"Status quo",2050,0.06205994,"Turtles"
"RCP 2.6",2050,0.06218229,"Turtles"
"RCP 4.5",2050,0.06755346,"Turtles"
"RCP 8.5",2050,0.04904522,"Turtles"
"Status quo",2050,0.1313597,"Cephalopoda"
"RCP 2.6",2050,0.3966722,"Cephalopoda"
"RCP 4.5",2050,0.1315556,"Cephalopoda"
"RCP 8.5",2050,0.05823344,"Cephalopoda"
"Status quo",2050,3.140873,"Panulirus spp."
"RCP 2.6",2050,4.296181,"Panulirus spp."
"RCP 4.5",2050,1.991012,"Panulirus spp."
"RCP 8.5",2050,1.467854,"Panulirus spp."
"Status quo",2050,11.67774,"Benthic macroinvertebrates"
"RCP 2.6",2050,17.15955,"Benthic macroinvertebrates"
"RCP 4.5",2050,14.33303,"Benthic macroinvertebrates"
"RCP 8.5",2050,16.29157,"Benthic macroinvertebrates"
"Status quo",2050,26.6934,"Benthic microinvertebrates"
"RCP 2.6",2050,23.32993,"Benthic microinvertebrates"
"RCP 4.5",2050,19.82088,"Benthic microinvertebrates"
"RCP 8.5",2050,21.7735,"Benthic microinvertebrates"
"Status quo",2050,0.6577373,"Siderastrea stellata"
"RCP 2.6",2050,0.551415,"Siderastrea stellata"
"RCP 4.5",2050,0.5450893,"Siderastrea stellata"
"RCP 8.5",2050,0.4168979,"Siderastrea stellata"
"Status quo",2050,0.199368,"Zooplankton"
"RCP 2.6",2050,0.316806,"Zooplankton"
"RCP 4.5",2050,0.3077837,"Zooplankton"
"RCP 8.5",2050,0.3211545,"Zooplankton"
"Status quo",2050,0.1210205,"Phytoplankton"
"RCP 2.6",2050,0.1135186,"Phytoplankton"
"RCP 4.5",2050,0.1016008,"Phytoplankton"
"RCP 8.5",2050,0.1077223,"Phytoplankton"
"Status quo",2050,230.8964,"Digenea simplex"
"RCP 2.6",2050,203.808,"Digenea simplex"
"RCP 4.5",2050,194.0976,"Digenea simplex"
"RCP 8.5",2050,209.2039,"Digenea simplex"
"Status quo",2050,786.8139,"Other algal turf"
